From 31 (input= b): 1id
From 31 (input= c): 1id
From 31 (input= d): 1id
From 31 (input= e): 1id
From 31 (input= f): 1id
From 31 (input= g): 1id
From 31 (input= h): 1id
From 31 (input= i): 41id
From 31 (input= j): 1id
From 31 (input= k): 1id
From 31 (input= l): 1id
From 31 (input= m): 1id
From 31 (input= n): 1id
From 31 (input= o): 1id
From 31 (input= p): 1id
From 31 (input= q): 1id
From 31 (input= r): 1id
From 31 (input= s): 1id
From 31 (input= t): 1id
From 31 (input= u): 1id
From 31 (input= v): 1id
From 31 (input= w): 1id
From 31 (input= x): 1id
From 31 (input= y): 1id
From 31 (input= z): 1id
From 32 (input= 0): 42num
From 32 (input= 1): 42num
From 32 (input= 2): 42num
From 32 (input= 3): 42num
From 32 (input= 4): 42num
From 32 (input= 5): 42num
From 32 (input= 6): 42num
From 32 (input= 7): 42num
From 32 (input= 8): 42num
From 32 (input= 9): 42num
From 37 (input= 0): 1id
From 37 (input= 1): 1id
From 37 (input= 2): 1id
From 37 (input= 3): 1id
From 37 (input= 4): 1id
From 37 (input= 5): 1id
From 37 (input= 6): 1id
From 37 (input= 7): 1id
From 37 (input= 8): 1id
From 37 (input= 9): 1id
From 37 (input= A): 1id
From 37 (input= B): 1id
From 37 (input= C): 1id
From 37 (input= D): 1id
From 37 (input= E): 1id
From 37 (input= F): 1id
From 37 (input= G): 1id
From 37 (input= H): 1id
From 37 (input= I): 1id
From 37 (input= J): 1id
From 37 (input= K): 1id
From 37 (input= L): 1id
From 37 (input= M): 1id
From 37 (input= N): 1id
From 37 (input= O): 1id
From 37 (input= P): 1id
From 37 (input= Q): 1id
From 37 (input= R): 1id
From 37 (input= S): 1id
From 37 (input= T): 1id
From 37 (input= U): 1id
From 37 (input= V): 1id
From 37 (input= W): 1id
From 37 (input= X): 1id
From 37 (input= Y): 1id
From 37 (input= Z): 1id
From 37 (input= a): 1id
From 37 (input= b): 1id
From 37 (input= c): 1id
From 37 (input= d): 1id
From 37 (input= e): 1id
From 37 (input= f): 1id
From 37 (input= g): 1id
From 37 (input= h): 1id
From 37 (input= i): 1id
From 37 (input= j): 1id
From 37 (input= k): 1id
From 37 (input= l): 43id
From 37 (input= m): 1id
From 37 (input= n): 1id
From 37 (input= o): 1id
From 37 (input= p): 1id
From 37 (input= q): 1id
From 37 (input= r): 1id
From 37 (input= s): 1id
From 37 (input= t): 1id
From 37 (input= u): 1id
From 37 (input= v): 1id
From 37 (input= w): 1id
From 37 (input= x): 1id
From 37 (input= y): 1id
From 37 (input= z): 1id
From 38 (input= 0): 1id
From 38 (input= 1): 1id
From 38 (input= 2): 1id
From 38 (input= 3): 1id
From 38 (input= 4): 1id
From 38 (input= 5): 1id
From 38 (input= 6): 1id
From 38 (input= 7): 1id
From 38 (input= 8): 1id
From 38 (input= 9): 1id
From 38 (input= A): 1id
From 38 (input= B): 1id
From 38 (input= C): 1id
From 38 (input= D): 1id
From 38 (input= E): 1id
From 38 (input= F): 1id
From 38 (input= G): 1id
From 38 (input= H): 1id
From 38 (input= I): 1id
From 38 (input= J): 1id
From 38 (input= K): 1id
From 38 (input= L): 1id
From 38 (input= M): 1id
From 38 (input= N): 1id
From 38 (input= O): 1id
From 38 (input= P): 1id
From 38 (input= Q): 1id
From 38 (input= R): 1id
From 38 (input= S): 1id
From 38 (input= T): 1id
From 38 (input= U): 1id
From 38 (input= V): 1id
From 38 (input= W): 1id
From 38 (input= X): 1id
From 38 (input= Y): 1id
From 38 (input= Z): 1id
From 38 (input= a): 1id
From 38 (input= b): 1id
From 38 (input= c): 1id
From 38 (input= d): 1id
From 38 (input= e): 44else
From 38 (input= f): 1id
From 38 (input= g): 1id
From 38 (input= h): 1id
From 38 (input= i): 1id
From 38 (input= j): 1id
From 38 (input= k): 1id
From 38 (input= l): 1id
From 38 (input= m): 1id
From 38 (input= n): 1id
From 38 (input= o): 1id
From 38 (input= p): 1id
From 38 (input= q): 1id
From 38 (input= r): 1id
From 38 (input= s): 1id
From 38 (input= t): 1id
From 38 (input= u): 1id
From 38 (input= v): 1id
From 38 (input= w): 1id
From 38 (input= x): 1id
From 38 (input= y): 1id
From 38 (input= z): 1id
From 39 (input= 0): 1id
From 39 (input= 1): 1id
From 39 (input= 2): 1id
From 39 (input= 3): 1id
From 39 (input= 4): 1id
From 39 (input= 5): 1id
From 39 (input= 6): 1id
From 39 (input= 7): 1id
From 39 (input= 8): 1id
From 39 (input= 9): 1id
From 39 (input= A): 1id
From 39 (input= B): 1id
From 39 (input= C): 1id
From 39 (input= D): 1id
From 39 (input= E): 1id
From 39 (input= F): 1id
From 39 (input= G): 1id
From 39 (input= H): 1id
From 39 (input= I): 1id
From 39 (input= J): 1id
From 39 (input= K): 1id
From 39 (input= L): 1id
From 39 (input= M): 1id
From 39 (input= N): 1id
From 39 (input= O): 1id
From 39 (input= P): 1id
From 39 (input= Q): 1id
From 39 (input= R): 1id
From 39 (input= S): 1id
From 39 (input= T): 1id
From 39 (input= U): 1id
From 39 (input= V): 1id
From 39 (input= W): 1id
From 39 (input= X): 1id
From 39 (input= Y): 1id
From 39 (input= Z): 1id
From 39 (input= a): 45id
From 39 (input= b): 1id
From 39 (input= c): 1id
From 39 (input= d): 1id
From 39 (input= e): 1id
From 39 (input= f): 1id
From 39 (input= g): 1id
From 39 (input= h): 1id
From 39 (input= i): 1id
From 39 (input= j): 1id
From 39 (input= k): 1id
From 39 (input= l): 1id
From 39 (input= m): 1id
From 39 (input= n): 1id
From 39 (input= o): 1id
From 39 (input= p): 1id
From 39 (input= q): 1id
From 39 (input= r): 1id
From 39 (input= s): 1id
From 39 (input= t): 1id
From 39 (input= u): 1id
From 39 (input= v): 1id
From 39 (input= w): 1id
From 39 (input= x): 1id
From 39 (input= y): 1id
From 39 (input= z): 1id
From 40 (input= 0): 1id
From 40 (input= 1): 1id
From 40 (input= 2): 1id
From 40 (input= 3): 1id
From 40 (input= 4): 1id
From 40 (input= 5): 1id
From 40 (input= 6): 1id
From 40 (input= 7): 1id
From 40 (input= 8): 1id
From 40 (input= 9): 1id
From 40 (input= A): 1id
From 40 (input= B): 1id
From 40 (input= C): 1id
From 40 (input= D): 1id
From 40 (input= E): 1id
From 40 (input= F): 1id
From 40 (input= G): 1id
From 40 (input= H): 1id
From 40 (input= I): 1id
From 40 (input= J): 1id
From 40 (input= K): 1id
From 40 (input= L): 1id
From 40 (input= M): 1id
From 40 (input= N): 1id
From 40 (input= O): 1id
From 40 (input= P): 1id
From 40 (input= Q): 1id
From 40 (input= R): 1id
From 40 (input= S): 1id
From 40 (input= T): 1id
From 40 (input= U): 1id
From 40 (input= V): 1id
From 40 (input= W): 1id
From 40 (input= X): 1id
From 40 (input= Y): 1id
From 40 (input= Z): 1id
From 40 (input= a): 1id
From 40 (input= b): 1id
From 40 (input= c): 1id
From 40 (input= d): 1id
From 40 (input= e): 1id
From 40 (input= f): 1id
From 40 (input= g): 1id
From 40 (input= h): 1id
From 40 (input= i): 1id
From 40 (input= j): 1id
From 40 (input= k): 1id
From 40 (input= l): 1id
From 40 (input= m): 1id
From 40 (input= n): 1id
From 40 (input= o): 1id
From 40 (input= p): 1id
From 40 (input= q): 1id
From 40 (input= r): 1id
From 40 (input= s): 1id
From 40 (input= t): 1id
From 40 (input= u): 1id
From 40 (input= v): 1id
From 40 (input= w): 1id
From 40 (input= x): 1id
From 40 (input= y): 1id
From 40 (input= z): 1id
From 41 (input= 0): 1id
From 41 (input= 1): 1id
From 41 (input= 2): 1id
From 41 (input= 3): 1id
From 41 (input= 4): 1id
From 41 (input= 5): 1id
From 41 (input= 6): 1id
From 41 (input= 7): 1id
From 41 (input= 8): 1id
From 41 (input= 9): 1id
From 41 (input= A): 1id
From 41 (input= B): 1id
From 41 (input= C): 1id
From 41 (input= D): 1id
From 41 (input= E): 1id
From 41 (input= F): 1id
From 41 (input= G): 1id
From 41 (input= H): 1id
From 41 (input= I): 1id
From 41 (input= J): 1id
From 41 (input= K): 1id
From 41 (input= L): 1id
From 41 (input= M): 1id
From 41 (input= N): 1id
From 41 (input= O): 1id
From 41 (input= P): 1id
From 41 (input= Q): 1id
From 41 (input= R): 1id
From 41 (input= S): 1id
From 41 (input= T): 1id
From 41 (input= U): 1id
From 41 (input= V): 1id
From 41 (input= W): 1id
From 41 (input= X): 1id
From 41 (input= Y): 1id
From 41 (input= Z): 1id
From 41 (input= a): 1id
From 41 (input= b): 1id
From 41 (input= c): 1id
From 41 (input= d): 1id
From 41 (input= e): 1id
From 41 (input= f): 1id
From 41 (input= g): 1id
From 41 (input= h): 1id
From 41 (input= i): 1id
From 41 (input= j): 1id
From 41 (input= k): 1id
From 41 (input= l): 46id
From 41 (input= m): 1id
From 41 (input= n): 1id
From 41 (input= o): 1id
From 41 (input= p): 1id
From 41 (input= q): 1id
From 41 (input= r): 1id
From 41 (input= s): 1id
From 41 (input= t): 1id
From 41 (input= u): 1id
From 41 (input= v): 1id
From 41 (input= w): 1id
From 41 (input= x): 1id
From 41 (input= y): 1id
From 41 (input= z): 1id
From 42 (input= 0): 42num
From 42 (input= 1): 42num
From 42 (input= 2): 42num
From 42 (input= 3): 42num
From 42 (input= 4): 42num
From 42 (input= 5): 42num
From 42 (input= 6): 42num
From 42 (input= 7): 42num
From 42 (input= 8): 42num
From 42 (input= 9): 42num
From 42 (input= E): 47
From 43 (input= 0): 1id
From 43 (input= 1): 1id
From 43 (input= 2): 1id
From 43 (input= 3): 1id
From 43 (input= 4): 1id
From 43 (input= 5): 1id
From 43 (input= 6): 1id
From 43 (input= 7): 1id
From 43 (input= 8): 1id
From 43 (input= 9): 1id
From 43 (input= A): 1id
From 43 (input= B): 1id
From 43 (input= C): 1id
From 43 (input= D): 1id
From 43 (input= E): 1id
From 43 (input= F): 1id
From 43 (input= G): 1id
From 43 (input= H): 1id
From 43 (input= I): 1id
From 43 (input= J): 1id
From 43 (input= K): 1id
From 43 (input= L): 1id
From 43 (input= M): 1id
From 43 (input= N): 1id
From 43 (input= O): 1id
From 43 (input= P): 1id
From 43 (input= Q): 1id
From 43 (input= R): 1id
From 43 (input= S): 1id
From 43 (input= T): 1id
From 43 (input= U): 1id
From 43 (input= V): 1id
From 43 (input= W): 1id
From 43 (input= X): 1id
From 43 (input= Y): 1id
From 43 (input= Z): 1id
From 43 (input= a): 1id
From 43 (input= b): 1id
From 43 (input= c): 1id
From 43 (input= d): 1id
From 43 (input= e): 48id
From 43 (input= f): 1id
From 43 (input= g): 1id
From 43 (input= h): 1id
From 43 (input= i): 1id
From 43 (input= j): 1id
From 43 (input= k): 1id
From 43 (input= l): 1id
From 43 (input= m): 1id
From 43 (input= n): 1id
From 43 (input= o): 1id
From 43 (input= p): 1id
From 43 (input= q): 1id
From 43 (input= r): 1id
From 43 (input= s): 1id
From 43 (input= t): 1id
From 43 (input= u): 1id
From 43 (input= v): 1id
From 43 (input= w): 1id
From 43 (input= x): 1id
From 43 (input= y): 1id
From 43 (input= z): 1id
From 44 (input= 0): 1id
From 44 (input= 1): 1id
From 44 (input= 2): 1id
From 44 (input= 3): 1id
From 44 (input= 4): 1id
From 44 (input= 5): 1id
From 44 (input= 6): 1id
From 44 (input= 7): 1id
From 44 (input= 8): 1id
From 44 (input= 9): 1id
From 44 (input= A): 1id
From 44 (input= B): 1id
From 44 (input= C): 1id
From 44 (input= D): 1id
From 44 (input= E): 1id
From 44 (input= F): 1id
From 44 (input= G): 1id
From 44 (input= H): 1id
From 44 (input= I): 1id
From 44 (input= J): 1id
From 44 (input= K): 1id
From 44 (input= L): 1id
From 44 (input= M): 1id
From 44 (input= N): 1id
From 44 (input= O): 1id
From 44 (input= P): 1id
From 44 (input= Q): 1id
From 44 (input= R): 1id
From 44 (input= S): 1id
From 44 (input= T): 1id
From 44 (input= U): 1id
From 44 (input= V): 1id
From 44 (input= W): 1id
From 44 (input= X): 1id
From 44 (input= Y): 1id
From 44 (input= Z): 1id
From 44 (input= a): 1id
From 44 (input= b): 1id
From 44 (input= c): 1id
From 44 (input= d): 1id
From 44 (input= e): 1id
From 44 (input= f): 1id
From 44 (input= g): 1id
From 44 (input= h): 1id
From 44 (input= i): 1id
From 44 (input= j): 1id
From 44 (input= k): 1id
From 44 (input= l): 1id
From 44 (input= m): 1id
From 44 (input= n): 1id
From 44 (input= o): 1id
From 44 (input= p): 1id
From 44 (input= q): 1id
From 44 (input= r): 1id
From 44 (input= s): 1id
From 44 (input= t): 1id
From 44 (input= u): 1id
From 44 (input= v): 1id
From 44 (input= w): 1id
From 44 (input= x): 1id
From 44 (input= y): 1id
From 44 (input= z): 1id
From 45 (input= 0): 1id
From 45 (input= 1): 1id
From 45 (input= 2): 1id
From 45 (input= 3): 1id
From 45 (input= 4): 1id
From 45 (input= 5): 1id
From 45 (input= 6): 1id
From 45 (input= 7): 1id
From 45 (input= 8): 1id
From 45 (input= 9): 1id
From 45 (input= A): 1id
From 45 (input= B): 1id
From 45 (input= C): 1id
From 45 (input= D): 1id
From 45 (input= E): 1id
From 45 (input= F): 1id
From 45 (input= G): 1id
From 45 (input= H): 1id
From 45 (input= I): 1id
From 45 (input= J): 1id
From 45 (input= K): 1id
From 45 (input= L): 1id
From 45 (input= M): 1id
From 45 (input= N): 1id
From 45 (input= O): 1id
From 45 (input= P): 1id
From 45 (input= Q): 1id
From 45 (input= R): 1id
From 45 (input= S): 1id
From 45 (input= T): 1id
From 45 (input= U): 1id
From 45 (input= V): 1id
From 45 (input= W): 1id
From 45 (input= X): 1id
From 45 (input= Y): 1id
From 45 (input= Z): 1id
From 45 (input= a): 1id
From 45 (input= b): 1id
From 45 (input= c): 1id
From 45 (input= d): 1id
From 45 (input= e): 1id
From 45 (input= f): 1id
From 45 (input= g): 1id
From 45 (input= h): 1id
From 45 (input= i): 1id
From 45 (input= j): 1id
From 45 (input= k): 1id
From 45 (input= l): 1id
From 45 (input= m): 1id
From 45 (input= n): 1id
From 45 (input= o): 1id
From 45 (input= p): 1id
From 45 (input= q): 1id
From 45 (input= r): 1id
From 45 (input= s): 1id
From 45 (input= t): 49float
From 45 (input= u): 1id
From 45 (input= v): 1id
From 45 (input= w): 1id
From 45 (input= x): 1id
From 45 (input= y): 1id
From 45 (input= z): 1id
From 46 (input= 0): 1id
From 46 (input= 1): 1id
From 46 (input= 2): 1id
From 46 (input= 3): 1id
From 46 (input= 4): 1id
From 46 (input= 5): 1id
From 46 (input= 6): 1id
From 46 (input= 7): 1id
From 46 (input= 8): 1id
From 46 (input= 9): 1id
From 46 (input= A): 1id
From 46 (input= B): 1id
From 46 (input= C): 1id
From 46 (input= D): 1id
From 46 (input= E): 1id
From 46 (input= F): 1id
From 46 (input= G): 1id
From 46 (input= H): 1id
From 46 (input= I): 1id
From 46 (input= J): 1id
From 46 (input= K): 1id
From 46 (input= L): 1id
From 46 (input= M): 1id
From 46 (input= N): 1id
From 46 (input= O): 1id
From 46 (input= P): 1id
From 46 (input= Q): 1id
From 46 (input= R): 1id
From 46 (input= S): 1id
From 46 (input= T): 1id
From 46 (input= U): 1id
From 46 (input= V): 1id
From 46 (input= W): 1id
From 46 (input= X): 1id
From 46 (input= Y): 1id
From 46 (input= Z): 1id
From 46 (input= a): 1id
From 46 (input= b): 1id
From 46 (input= c): 1id
From 46 (input= d): 1id
From 46 (input= e): 50while
From 46 (input= f): 1id
From 46 (input= g): 1id
From 46 (input= h): 1id
From 46 (input= i): 1id
From 46 (input= j): 1id
From 46 (input= k): 1id
From 46 (input= l): 1id
From 46 (input= m): 1id
From 46 (input= n): 1id
From 46 (input= o): 1id
From 46 (input= p): 1id
From 46 (input= q): 1id
From 46 (input= r): 1id
From 46 (input= s): 1id
From 46 (input= t): 1id
From 46 (input= u): 1id
From 46 (input= v): 1id
From 46 (input= w): 1id
From 46 (input= x): 1id
From 46 (input= y): 1id
From 46 (input= z): 1id
From 47 (input= 0): 51num
From 47 (input= 1): 51num
From 47 (input= 2): 51num
From 47 (input= 3): 51num
From 47 (input= 4): 51num
From 47 (input= 5): 51num
From 47 (input= 6): 51num
From 47 (input= 7): 51num
From 47 (input= 8): 51num
From 47 (input= 9): 51num
From 48 (input= 0): 1id
From 48 (input= 1): 1id
From 48 (input= 2): 1id
From 48 (input= 3): 1id
From 48 (input= 4): 1id
From 48 (input= 5): 1id
From 48 (input= 6): 1id
From 48 (input= 7): 1id
From 48 (input= 8): 1id
From 48 (input= 9): 1id
From 48 (input= A): 1id
From 48 (input= B): 1id
From 48 (input= C): 1id
From 48 (input= D): 1id
From 48 (input= E): 1id
From 48 (input= F): 1id
From 48 (input= G): 1id
From 48 (input= H): 1id
From 48 (input= I): 1id
From 48 (input= J): 1id
From 48 (input= K): 1id
From 48 (input= L): 1id
From 48 (input= M): 1id
From 48 (input= N): 1id
From 48 (input= O): 1id
From 48 (input= P): 1id
From 48 (input= Q): 1id
From 48 (input= R): 1id
From 48 (input= S): 1id
From 48 (input= T): 1id
From 48 (input= U): 1id
From 48 (input= V): 1id
From 48 (input= W): 1id
From 48 (input= X): 1id
From 48 (input= Y): 1id
From 48 (input= Z): 1id
From 48 (input= a): 52id
From 48 (input= b): 1id
From 48 (input= c): 1id
From 48 (input= d): 1id
From 48 (input= e): 1id
From 48 (input= f): 1id
From 48 (input= g): 1id
From 48 (input= h): 1id
From 48 (input= i): 1id
From 48 (input= j): 1id
From 48 (input= k): 1id
From 48 (input= l): 1id
From 48 (input= m): 1id
From 48 (input= n): 1id
From 48 (input= o): 1id
From 48 (input= p): 1id
From 48 (input= q): 1id
From 48 (input= r): 1id
From 48 (input= s): 1id
From 48 (input= t): 1id
From 48 (input= u): 1id
From 48 (input= v): 1id
From 48 (input= w): 1id
From 48 (input= x): 1id
From 48 (input= y): 1id
From 48 (input= z): 1id
From 49 (input= 0): 1id
From 49 (input= 1): 1id
From 49 (input= 2): 1id
From 49 (input= 3): 1id
From 49 (input= 4): 1id
From 49 (input= 5): 1id
From 49 (input= 6): 1id
From 49 (input= 7): 1id
From 49 (input= 8): 1id
From 49 (input= 9): 1id
From 49 (input= A): 1id
From 49 (input= B): 1id
From 49 (input= C): 1id
From 49 (input= D): 1id
From 49 (input= E): 1id
From 49 (input= F): 1id
From 49 (input= G): 1id
From 49 (input= H): 1id
From 49 (input= I): 1id
From 49 (input= J): 1id
From 49 (input= K): 1id
From 49 (input= L): 1id
From 49 (input= M): 1id
From 49 (input= N): 1id
From 49 (input= O): 1id
From 49 (input= P): 1id
From 49 (input= Q): 1id
From 49 (input= R): 1id
From 49 (input= S): 1id
From 49 (input= T): 1id
From 49 (input= U): 1id
From 49 (input= V): 1id
From 49 (input= W): 1id
From 49 (input= X): 1id
From 49 (input= Y): 1id
From 49 (input= Z): 1id
From 49 (input= a): 1id
From 49 (input= b): 1id
From 49 (input= c): 1id
From 49 (input= d): 1id
From 49 (input= e): 1id
From 49 (input= f): 1id
From 49 (input= g): 1id
From 49 (input= h): 1id
From 49 (input= i): 1id
From 49 (input= j): 1id
From 49 (input= k): 1id
From 49 (input= l): 1id
From 49 (input= m): 1id
From 49 (input= n): 1id
From 49 (input= o): 1id
From 49 (input= p): 1id
From 49 (input= q): 1id
From 49 (input= r): 1id
From 49 (input= s): 1id
From 49 (input= t): 1id
From 49 (input= u): 1id
From 49 (input= v): 1id
From 49 (input= w): 1id
From 49 (input= x): 1id
From 49 (input= y): 1id
From 49 (input= z): 1id
From 50 (input= 0): 1id
From 50 (input= 1): 1id
From 50 (input= 2): 1id
From 50 (input= 3): 1id
From 50 (input= 4): 1id
From 50 (input= 5): 1id
From 50 (input= 6): 1id
From 50 (input= 7): 1id
From 50 (input= 8): 1id
From 50 (input= 9): 1id
From 50 (input= A): 1id
From 50 (input= B): 1id
From 50 (input= C): 1id
From 50 (input= D): 1id
From 50 (input= E): 1id
From 50 (input= F): 1id
From 50 (input= G): 1id
From 50 (input= H): 1id
From 50 (input= I): 1id
From 50 (input= J): 1id
From 50 (input= K): 1id
From 50 (input= L): 1id
From 50 (input= M): 1id
From 50 (input= N): 1id
From 50 (input= O): 1id
From 50 (input= P): 1id
From 50 (input= Q): 1id
From 50 (input= R): 1id
From 50 (input= S): 1id
From 50 (input= T): 1id
From 50 (input= U): 1id
From 50 (input= V): 1id
From 50 (input= W): 1id
From 50 (input= X): 1id
From 50 (input= Y): 1id
From 50 (input= Z): 1id
From 50 (input= a): 1id
From 50 (input= b): 1id
From 50 (input= c): 1id
From 50 (input= d): 1id
From 50 (input= e): 1id
From 50 (input= f): 1id
From 50 (input= g): 1id
From 50 (input= h): 1id
From 50 (input= i): 1id
From 50 (input= j): 1id
From 50 (input= k): 1id
From 50 (input= l): 1id
From 50 (input= m): 1id
From 50 (input= n): 1id
From 50 (input= o): 1id
From 50 (input= p): 1id
From 50 (input= q): 1id
From 50 (input= r): 1id
From 50 (input= s): 1id
From 50 (input= t): 1id
From 50 (input= u): 1id
From 50 (input= v): 1id
From 50 (input= w): 1id
From 50 (input= x): 1id
From 50 (input= y): 1id
From 50 (input= z): 1id
From 51 (input= 0): 51num
From 51 (input= 1): 51num
From 51 (input= 2): 51num
From 51 (input= 3): 51num
From 51 (input= 4): 51num
From 51 (input= 5): 51num
From 51 (input= 6): 51num
From 51 (input= 7): 51num
From 51 (input= 8): 51num
From 51 (input= 9): 51num
From 52 (input= 0): 1id
From 52 (input= 1): 1id
From 52 (input= 2): 1id
From 52 (input= 3): 1id
From 52 (input= 4): 1id
From 52 (input= 5): 1id
From 52 (input= 6): 1id
From 52 (input= 7): 1id
From 52 (input= 8): 1id
From 52 (input= 9): 1id
From 52 (input= A): 1id
From 52 (input= B): 1id
From 52 (input= C): 1id
From 52 (input= D): 1id
From 52 (input= E): 1id
From 52 (input= F): 1id
From 52 (input= G): 1id
From 52 (input= H): 1id
From 52 (input= I): 1id
From 52 (input= J): 1id
From 52 (input= K): 1id
From 52 (input= L): 1id
From 52 (input= M): 1id
From 52 (input= N): 1id
From 52 (input= O): 1id
From 52 (input= P): 1id
From 52 (input= Q): 1id
From 52 (input= R): 1id
From 52 (input= S): 1id
From 52 (input= T): 1id
From 52 (input= U): 1id
From 52 (input= V): 1id
From 52 (input= W): 1id
From 52 (input= X): 1id
From 52 (input= Y): 1id
From 52 (input= Z): 1id
From 52 (input= a): 1id
From 52 (input= b): 1id
From 52 (input= c): 1id
From 52 (input= d): 1id
From 52 (input= e): 1id
From 52 (input= f): 1id
From 52 (input= g): 1id
From 52 (input= h): 1id
From 52 (input= i): 1id
From 52 (input= j): 1id
From 52 (input= k): 1id
From 52 (input= l): 1id
From 52 (input= m): 1id
From 52 (input= n): 53boolean
From 52 (input= o): 1id
From 52 (input= p): 1id
From 52 (input= q): 1id
From 52 (input= r): 1id
From 52 (input= s): 1id
From 52 (input= t): 1id
From 52 (input= u): 1id
From 52 (input= v): 1id
From 52 (input= w): 1id
From 52 (input= x): 1id
From 52 (input= y): 1id
From 52 (input= z): 1id
From 53 (input= 0): 1id
From 53 (input= 1): 1id
From 53 (input= 2): 1id
From 53 (input= 3): 1id
From 53 (input= 4): 1id
From 53 (input= 5): 1id
From 53 (input= 6): 1id
From 53 (input= 7): 1id
From 53 (input= 8): 1id
From 53 (input= 9): 1id
From 53 (input= A): 1id
From 53 (input= B): 1id
From 53 (input= C): 1id
From 53 (input= D): 1id
From 53 (input= E): 1id
From 53 (input= F): 1id
From 53 (input= G): 1id
From 53 (input= H): 1id
From 53 (input= I): 1id
From 53 (input= J): 1id
From 53 (input= K): 1id
From 53 (input= L): 1id
From 53 (input= M): 1id
From 53 (input= N): 1id
From 53 (input= O): 1id
From 53 (input= P): 1id
From 53 (input= Q): 1id
From 53 (input= R): 1id
From 53 (input= S): 1id
From 53 (input= T): 1id
From 53 (input= U): 1id
From 53 (input= V): 1id
From 53 (input= W): 1id
From 53 (input= X): 1id
From 53 (input= Y): 1id
From 53 (input= Z): 1id
From 53 (input= a): 1id
From 53 (input= b): 1id
From 53 (input= c): 1id
From 53 (input= d): 1id
From 53 (input= e): 1id
From 53 (input= f): 1id
From 53 (input= g): 1id
From 53 (input= h): 1id
From 53 (input= i): 1id
From 53 (input= j): 1id
From 53 (input= k): 1id
From 53 (input= l): 1id
From 53 (input= m): 1id
From 53 (input= n): 1id
From 53 (input= o): 1id
From 53 (input= p): 1id
From 53 (input= q): 1id
From 53 (input= r): 1id
From 53 (input= s): 1id
From 53 (input= t): 1id
From 53 (input= u): 1id
From 53 (input= v): 1id
From 53 (input= w): 1id
From 53 (input= x): 1id
From 53 (input= y): 1id
From 53 (input= z): 1id
